user_name,trail_name
Stephanie Striefel,Big Chief
Gerald Wing,Big Chief
Andy Summers,Big Chief
Lost Justpastnowhere,Big Chief
Travis Thompson,Big Chief
Ben Anderson,Big Chief
Marc Barnes,Big Chief
Raúl Gross,Big Chief
Johnnie Hawkins,Big Chief
L Wood,Big Chief
Jeff Kinsey,Big Chief
Jim Tagliareni,Big Chief
Lucy Fagan,Big Chief
Gary Hauser,Big Chief
Megan Lockard,Big Chief
Zephaniah Quinones,Big Chief
Salem Benjamin,Big Chief
Holly Godsey,Big Chief
Pamo W,Big Chief
Marc Helfer,Big Chief
Carolyn Reisz,Big Chief
Richard Geisler,Big Chief
Stuart Spigel,Big Chief
Gregg Smith,Big Chief
Kirkwood Donavin,Big Chief
David Darling,Big Chief
Mark Mastalski,Big Chief
Nick Thomas,Big Chief
Tony Fagan,Big Chief
Alex Kirkpatrick,Big Chief
Roscoe Herndon,Big Chief
Pat Grewe,Big Chief
John Connolly,Big Chief
Josh Matta,Big Chief
Almonzo Wilder,Big Chief
Nick Wilder,Big Chief
