user_name,trail_name
Brandon Hays,Red Butte Skyline Trail (Rough Riders)
Robbie K,Red Butte Skyline Trail (Rough Riders)
Ned Skanchy,Red Butte Skyline Trail (Rough Riders)
Brett Denney,Red Butte Skyline Trail (Rough Riders)
