user_name,trail_name
Jeff McKenna,Kentucky Lucky Chicken
Jackson Glathar,Kentucky Lucky Chicken
Nolan Sundrud,Kentucky Lucky Chicken
Superfly Snook,Kentucky Lucky Chicken
Matt Lane,Kentucky Lucky Chicken
Nate Lewis,Kentucky Lucky Chicken
Raúl Gross,Kentucky Lucky Chicken
John Waven,Kentucky Lucky Chicken
Travis Jewett,Kentucky Lucky Chicken
Josh Reber,Kentucky Lucky Chicken
Bryan Hansen,Kentucky Lucky Chicken
Kathy Van Dewoestine,Kentucky Lucky Chicken
Riley Rollins 1,Kentucky Lucky Chicken
Dan Davie,Kentucky Lucky Chicken
Tyler Bastian,Kentucky Lucky Chicken
Jacob Crockett,Kentucky Lucky Chicken
Themore Weex,Kentucky Lucky Chicken
Wil Clifford,Kentucky Lucky Chicken
Josh Brown,Kentucky Lucky Chicken
Ryan Gilger,Kentucky Lucky Chicken
Ralph Murdock,Kentucky Lucky Chicken
Alexander Umholtz,Kentucky Lucky Chicken
Jared Caldwell,Kentucky Lucky Chicken
Moose Knuckler,Kentucky Lucky Chicken
