user_name,trail_name
Danielle Elizabeth,Eagle Rise Main Loop
Chris Swaner,Eagle Rise Main Loop
Alan Clark,Eagle Rise Main Loop
Ammon Hepworth,Eagle Rise Main Loop
Raul Ramirez,Eagle Rise Main Loop
C Broome,Eagle Rise Main Loop
