user_name,trail_name
Joe Panushka,Ogden BST - 12th Street to Jumpoff Canyon
Kciredor Noraa,Ogden BST - 12th Street to Jumpoff Canyon
John Connolly,Ogden BST - 12th Street to Jumpoff Canyon
Daniel Vadnais,Ogden BST - 12th Street to Jumpoff Canyon
Clayton Cole,Ogden BST - 12th Street to Jumpoff Canyon
Dave Callister,Ogden BST - 12th Street to Jumpoff Canyon
Bryan Janson,Ogden BST - 12th Street to Jumpoff Canyon
Bob Sharpe,Ogden BST - 12th Street to Jumpoff Canyon
Don Woodford,Ogden BST - 12th Street to Jumpoff Canyon
Colby Wayment,Ogden BST - 12th Street to Jumpoff Canyon
Swingin Johnson,Ogden BST - 12th Street to Jumpoff Canyon
