user_name,trail_name
Stephen Slaughter,Granite Mountain Loop Trail
Eamonn O'Brien,Granite Mountain Loop Trail
Mitch Mandell,Granite Mountain Loop Trail
Aaron Davies,Granite Mountain Loop Trail
Steve Baker,Granite Mountain Loop Trail
Bill Raines,Granite Mountain Loop Trail
Randy Roberts,Granite Mountain Loop Trail
Szymon Zajaczkowski,Granite Mountain Loop Trail
Daniel Holish,Granite Mountain Loop Trail
Gary Hauser,Granite Mountain Loop Trail
Milko D,Granite Mountain Loop Trail
Neil Carender,Granite Mountain Loop Trail
Phil Doolittle,Granite Mountain Loop Trail
Tanner B,Granite Mountain Loop Trail
Daniel Christianson,Granite Mountain Loop Trail
