user_name,trail_name
Happy Cycling,Badger Brawl Trail
Pablo Cortez,Badger Brawl Trail
Josh Richart,Badger Brawl Trail
A H,Badger Brawl Trail
Nikki McIntyre,Badger Brawl Trail
Mark Smith,Badger Brawl Trail
Soloman Picoult,Badger Brawl Trail
Brian Derrick,Badger Brawl Trail
Brandon Sudeith,Badger Brawl Trail
Bob Spak,Badger Brawl Trail
